mssv,namsinh,gioitinh,namnhaphoc,hieusotuoi,khoahoc,lopsh,hedt,dien_tt,loaitruong,khuvuc,diachi_tinhtp,xeploai_diemtt,avxl,diem_tt,diemchuan_dgnl,dtbhk1,dtbhk2,dtbhk3,dtbhk4,dtbhk5,dtbhk6,dtbhk7,dtbhk8,dtbhk9,dtbhk10,dtbhk11,dtbhk12,xeploai_hk1,xeploai_hk2,xeploai_hk3,xeploai_hk4,xeploai_hk5,xeploai_hk6,xeploai_hk7,xeploai_hk8,xeploai_hk9,xeploai_hk10,xeploai_hk11,xeploai_hk12
FCF4928FXPvAibaEXe9iOtseai5jcnyu3hno2/5g,1996.0,1.0,2015.0,-1.0,10.0,KTPM0001,CQUI,0,THPT,Khu vực 2, Tỉnh Nghệ An,2,ENG04,24.75,,7.56,5.83,5.17,5.88,5.09,4.57,3.94,0.0,,,,,Khá,Trung bình,Trung bình,Trung bình,Trung bình,Yếu,Kém,Kém,,,,
F69A28A2XPvAibaEXe9iOtseai5jcooI5sP6CWOo,1997.0,1.0,2015.0,0.0,10.0,MMTT0001,CQUI,0,THPT,Khu vực 2 NT, Xã Tân Tiến,2,ENG04,24.5,,6.99,4.7,5.87,5.95,5.09,6.93,6.67,7.11,,,,,Trung bình khá,Yếu,Trung bình,Trung bình,Trung bình,Trung bình khá,Trung bình khá,Khá,,,,
5F1A8EA3XPvAibaEXe8zLanLNVS12WXCVbFB/oCA,1997.0,1.0,2015.0,0.0,10.0,KTPM0001,CLC,0,THPT,Khu vực 2, Tỉnh Bà Rịa - Vũng Tàu,3,ENG04,22.0,,7.13,5.37,4.88,6.24,4.52,4.65,5.82,5.31,3.5,8.43,,,Khá,Trung bình,Yếu,Trung bình khá,Yếu,Yếu,Trung bình,Trung bình,Kém,Giỏi,,
95B39BF1XPvAibaEXe8zLanLNVS12UiZ9ihLAy4F,1997.0,1.0,2015.0,0.0,10.0,CNTT2015,CQUI,0,THPT,Khu vực 2, Tỉnh Lâm Đồng,2,ENG04,25.75,,8.64,7.87,7.87,7.87,8.36,8.18,8.28,7.9,,,,,Giỏi,Khá,Khá,Khá,Giỏi,Giỏi,Giỏi,Khá,,,,
211E77C4XPvAibaEXe8zLanLNVS12e4d+7rbcZ6A,1997.0,1.0,2015.0,0.0,10.0,KTPM0001,CLC,0,THPT,Khu vực 2 NT, Thị xã Long Khánh,2,ENG04,24.0,,6.68,5.54,5.69,7.05,5.44,6.02,5.81,6.44,,,8.0,7.7,Trung bình khá,Trung bình,Trung bình,Khá,Trung bình,Trung bình khá,Trung bình,Trung bình khá,,,Giỏi,Khá
E2FE27BBXPvAibaEXe8zLanLNVS12bfu/E5uvPt0,1997.0,1.0,2015.0,0.0,10.0,KHMT0001,CQUI,0,THPT,Khu vực 2, Thành phố Biên Hòa,3,ENG04,23.25,,8.21,7.08,7.23,6.89,7.55,5.38,7.73,7.13,,,,,Giỏi,Khá,Khá,Trung bình khá,Khá,Trung bình,Khá,Khá,,,,
3AB7EC1EXPvAibaEXe8zLanLNVS12aYJ9kFIkU02,1997.0,1.0,2015.0,0.0,10.0,HTTT2015,CQUI,0,THPT,Khu vực 2, Tỉnh Thừa Thiên Huế,3,ENG04,23.0,,8.32,6.72,7.18,7.15,7.68,6.81,7.82,7.31,,,,,Giỏi,Trung bình khá,Khá,Khá,Khá,Trung bình khá,Khá,Khá,,,,
12426C65XPvAibaEXe8zLanLNVS12QLqXQqcjiuT,1997.0,1.0,2015.0,0.0,10.0,KTMT0001,CLC,0,THPT,Khu vực 2 NT, Huyện Nghĩa Hành,4,ENG04,20.5,,8.06,7.01,7.28,7.55,7.49,7.75,8.28,7.63,,,,,Giỏi,Khá,Khá,Khá,Khá,Khá,Giỏi,Khá,,,,
CD91E2ECXPvAibaEXe8zLanLNVS12XqPkhZX5cpE,1997.0,1.0,2015.0,0.0,10.0,KTPM0001,CLC,0,THPT,Khu vực 2, Tỉnh Tiền Giang,2,ENG04,24.5,,7.61,7.03,6.57,8.03,7.17,7.5,6.07,6.36,8.43,8.3,,,Khá,Khá,Trung bình khá,Giỏi,Khá,Khá,Trung bình khá,Trung bình khá,Giỏi,Giỏi,,
B1C1211CXPvAibaEXe8zLanLNVS12RJ/yew56llO,1997.0,1.0,2015.0,0.0,10.0,MTCL2015.2,CLC,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENGBT,22.0,,1.03,0.0,,,,,,,,,,,Kém,Kém,,,,,,,,,,
04DDFC34XPvAibaEXe8zLanLNVS12W6u8w3Iex7Z,1996.0,0.0,2015.0,-1.0,10.0,HTTT0001,CLC,0,THPT,Khu vực 2, Tỉnh Tiền Giang,4,ENG04,21.25,,7.26,7.38,6.75,8.0,6.96,7.25,8.54,6.2,,,,,Khá,Khá,Trung bình khá,Giỏi,Trung bình khá,Khá,Giỏi,Trung bình khá,,,,
700D21E6XPvAibaEXe8zLanLNVS12YCPqiqJ+OSj,1997.0,1.0,2015.0,0.0,10.0,CNTT2015,CQUI,0,THPT,Khu vực 2, Tỉnh Quảng Bình,3,ENG04,23.0,,8.1,6.19,8.18,6.59,6.24,2.24,2.72,0.91,,,,,Giỏi,Trung bình khá,Giỏi,Trung bình khá,Trung bình khá,Kém,Kém,Kém,,,,
8E67D2C5XPvAibaEXe/QqI5At3DBgul5/XfuN0ol,1997.0,1.0,2015.0,0.0,10.0,CNTT0001,CQUI,0,THPT,Khu vực 2 NT, Huyện Cư Kuin,3,ENG04,23.25,,7.19,5.3,7.26,7.29,6.22,6.34,3.49,4.17,4.32,5.59,,,Khá,Trung bình,Khá,Khá,Trung bình khá,Trung bình khá,Kém,Yếu,Yếu,Trung bình,,
DCA85B37XPvAibaEXe/QqI5At3DBgr04YmgTMWo/,1997.0,1.0,2015.0,0.0,10.0,MMTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Trà Vinh,3,ENG04,23.5,,6.37,3.43,6.42,7.06,7.34,8.1,7.96,7.8,8.2,0.0,,,Trung bình khá,Kém,Trung bình khá,Khá,Khá,Giỏi,Khá,Khá,Giỏi,Kém,,
46F0FD87XPvAibaEXe/QqI5At3DBgpMIosQWSuCC,1997.0,1.0,2015.0,0.0,10.0,KTPM0001,CLC,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,2,ENG05,25.25,,8.94,9.01,8.75,8.89,8.14,8.47,8.65,8.76,,,,,Giỏi,Xuất sắc,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,Giỏi,,,,
527C966AXPvAibaEXe/QqI5At3DBgllfI4aLLozN,1997.0,0.0,2015.0,0.0,10.0,HTTT0001,CLC,0,THPT,Khu vực 2, Tỉnh Nam Định,3,ENG04,23.5,,8.89,8.13,7.43,7.14,7.06,7.07,8.08,5.38,8.6,0.0,,,Giỏi,Giỏi,Khá,Khá,Khá,Khá,Giỏi,Trung bình,Giỏi,Kém,,
9B23F85CXPvAibaEXe/QqI5At3DBgidRMGrBbipk,1996.0,1.0,2015.0,-1.0,10.0,KTPM0001,CQUI,0,THPT,Khu vực 2, Tỉnh Bến Tre,2,ENG04,24.5,,8.28,7.12,7.97,7.24,6.45,5.38,7.67,5.89,7.94,7.57,,,Giỏi,Khá,Khá,Khá,Trung bình khá,Trung bình,Khá,Trung bình,Khá,Khá,,
DF271615XPvAibaEXe/QqI5At3DBgjGIGsLSp94j,1997.0,0.0,2015.0,0.0,10.0,KTPM0001,CQUI,0,THPT,Khu vực 2, Tỉnh Quảng Nam,2,ENG04,24.25,,8.6,6.7,6.39,6.97,7.23,5.98,7.63,6.56,,,,,Giỏi,Trung bình khá,Trung bình khá,Trung bình khá,Khá,Trung bình,Khá,Trung bình khá,,,,
75F3DDD5XPvAibaEXe/QqI5At3DBgmQOdG+Mhpb6,1997.0,1.0,2015.0,0.0,10.0,CNTT2015,CQUI,0,THPT,Khu vực 2, Tỉnh Đồng Nai,3,ENG04,23.0,,8.05,6.02,5.91,6.96,6.16,7.4,7.6,8.0,,,,,Giỏi,Trung bình khá,Trung bình,Trung bình khá,Trung bình khá,Khá,Khá,Giỏi,,,,
90E7A914XPvAibaEXe/QqI5At3DBgrADHTxqvPb6,1997.0,1.0,2015.0,0.0,10.0,KTPM0001,CQUI,0,THPT,Khu vực 2, Tỉnh Bình Phước,2,ENG04,24.75,,7.38,7.43,7.8,7.47,7.49,7.5,7.55,7.35,,,5.74,8.0,Khá,Khá,Khá,Khá,Khá,Khá,Khá,Khá,,,Trung bình,Giỏi
F7DC2238XPvAibaEXe/QqI5At3DBghtv10E+lIc3,1997.0,1.0,2015.0,0.0,10.0,MMTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Bình Dương,3,ENG04,22.5,,8.27,7.53,7.76,7.9,6.99,7.18,7.79,8.15,,,,,Giỏi,Khá,Khá,Khá,Trung bình khá,Khá,Khá,Giỏi,,,,
EE2FA785XPvAibaEXe/QqI5At3DBgoG7SX8w94UK,1997.0,1.0,2015.0,0.0,10.0,ATTT2015,CQUI,0,THPT,Khu vực 2, Tỉnh Đồng Nai,3,ENG04,23.0,,6.13,6.28,6.05,5.33,,,,,,,,,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình,,,,,,,,
E3A1C5C4XPvAibaEXe+02ryNj/uIX1p5sFHlu5iC,1996.0,1.0,2015.0,-1.0,10.0,HTTT0001,CQUI,0,THPT,Khu vực 2 NT, Huyện Hóc Môn,3,ENG04,22.75,,8.38,7.8,7.83,7.35,6.25,6.68,7.1,6.65,,,,,Giỏi,Khá,Khá,Khá,Trung bình khá,Trung bình khá,Khá,Trung bình khá,,,,
25445A9CXPvAibaEXe+02ryNj/uIXyib4006b5wP,1997.0,1.0,2015.0,0.0,10.0,PMCL2015.3,CLC,0,THPT,Khu vực 2, Tỉnh Thái Bình,3,ENG04,23.5,,6.55,3.58,5.03,5.55,,,,,,,,,Trung bình khá,Kém,Trung bình,Trung bình,,,,,,,,
E661255FXPvAibaEXe+02ryNj/uIX0Xyh0hIi9w5,1997.0,1.0,2015.0,0.0,10.0,CNTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Nghệ An,3,ENGBT,23.25,,7.04,5.75,6.67,6.45,6.52,6.55,7.46,8.2,0.0,6.86,,,Khá,Trung bình,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Khá,Giỏi,Kém,Trung bình khá,,
63090733XPvAibaEXe+02ryNj/uIXxSv0ZzbtNj0,1997.0,1.0,2015.0,0.0,10.0,KTMT0001,CLC,0,THPT,Khu vực 2, Tỉnh Đồng Nai,3,ENG04,23.0,,6.91,6.14,6.89,5.84,6.23,6.34,7.73,7.43,,,,,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình,Trung bình khá,Trung bình khá,Khá,Khá,,,,
6EFEC89EXPvAibaEXe+02ryNj/uIX5QJGx5iGReW,1997.0,1.0,2015.0,0.0,10.0,CNTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Bình Phước,3,ENG04,22.75,,6.67,2.07,6.73,6.55,7.26,3.92,7.0,7.31,,,,,Trung bình khá,Kém,Trung bình khá,Trung bình khá,Khá,Kém,Khá,Khá,,,,
7B38BECAXPvAibaEXe+02ryNj/uIX6UsxtvegSV8,1996.0,1.0,2015.0,-1.0,10.0,CTTT2015,CTTT,0,THPT,Khu vực 3, Quận Tân Bình,4,ENG04,21.0,,6.71,5.36,5.32,5.53,6.18,5.59,5.77,1.95,,,,,Trung bình khá,Trung bình,Trung bình,Trung bình,Trung bình khá,Trung bình,Trung bình,Kém,,,,
BE734D22XPvAibaEXe+02ryNj/uIX4mr5hjGNw9+,1997.0,1.0,2015.0,0.0,10.0,KTMT0001,CQUI,0,THPT,Khu vực 2, Tỉnh An Giang,3,ENG04,23.75,,7.17,8.17,7.11,7.16,6.63,6.81,7.11,6.22,,,,,Khá,Giỏi,Khá,Khá,Trung bình khá,Trung bình khá,Khá,Trung bình khá,,,,
A5C940ADXPvAibaEXe+02ryNj/uIX/NT9yCUjwYV,1997.0,1.0,2015.0,0.0,10.0,PMCL2015.3,CLC,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENG05,22.5,,6.55,2.94,,,,,,,,,,,Trung bình khá,Kém,,,,,,,,,,
577C2F7AXPvAibaEXe+02ryNj/uIX7kQnyK7nQCD,1997.0,1.0,2015.0,0.0,10.0,HTTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Khánh Hòa,2,ENG04,24.75,,7.45,6.06,6.18,5.54,7.87,6.88,4.55,6.12,4.97,3.92,,,Khá,Trung bình khá,Trung bình khá,Trung bình,Khá,Trung bình khá,Yếu,Trung bình khá,Yếu,Kém,,
07CD6433XPvAibaEXe+02ryNj/uIXwtqN+gWpm6M,1997.0,1.0,2015.0,0.0,10.0,CTTT2015,CTTT,0,THPT,Khu vực 2, Tỉnh Gia Lai,4,ENG04,21.75,,6.41,5.18,3.71,3.55,4.26,4.81,,,,,,,Trung bình khá,Trung bình,Kém,Kém,Yếu,Yếu,,,,,,
047911D8XPvAibaEXe+fPSOag5leTYMAZx0GJa1L,1997.0,1.0,2015.0,0.0,10.0,CNTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Phú Yên,3,ENG04,23.0,,5.92,5.1,7.01,5.89,7.0,6.84,6.98,5.04,5.22,6.5,,,Trung bình,Trung bình,Khá,Trung bình,Khá,Trung bình khá,Trung bình khá,Trung bình,Trung bình,Trung bình khá,,
D201C3B7XPvAibaEXe+fPSOag5leTfxPMZ+PhCYn,1997.0,1.0,2015.0,0.0,10.0,MMTT0001,CQUI,0,THPT,Khu vực 2 NT, Huyện Kông Chro,2,ENG04,25.25,,6.32,6.17,6.88,6.83,6.45,6.46,6.91,7.99,,,,,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Khá,,,,
D0C629C0XPvAibaEXe+fPSOag5leTeota8X7NDoH,1997.0,1.0,2015.0,0.0,10.0,KTPM0001,CLC,0,THPT,Khu vực 2, Tỉnh Gia Lai,3,ENG05,23.25,,6.97,6.65,6.72,6.28,5.23,4.84,0.0,2.4,2.2,4.33,1.25,0.0,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình khá,Trung bình,Yếu,Kém,Kém,Kém,Yếu,Kém,Kém
F451D99AXPvAibaEXe+fPSOag5leTcWuR+r937fj,1997.0,1.0,2015.0,0.0,10.0,KHMT2015,CQUI,0,THPT,Khu vực 2, Tỉnh Kiên Giang,3,ENGBT,22.75,,1.15,1.45,2.91,1.06,,,,,,,,,Kém,Kém,Kém,Kém,,,,,,,,
A1296A82XPvAibaEXe+fPSOag5leTUH5Dafp+hav,1997.0,1.0,2015.0,0.0,10.0,MMTT0001,CQUI,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENG04,23.75,,6.61,4.48,4.94,4.24,6.31,6.92,5.97,4.3,5.93,5.54,,,Trung bình khá,Yếu,Yếu,Yếu,Trung bình khá,Trung bình khá,Trung bình,Yếu,Trung bình,Trung bình,,
CDD14E00XPvAibaEXe+fPSOag5leTQDb20O/gEze,1997.0,1.0,2015.0,0.0,10.0,MMTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Nghệ An,2,ENG04,24.0,,7.31,6.12,6.78,6.79,7.23,8.7,7.52,7.13,,,,,Khá,Trung bình khá,Trung bình khá,Trung bình khá,Khá,Giỏi,Khá,Khá,,,,
966045E9XPvAibaEXe+fPSOag5leTV364e+7hhG8,1997.0,1.0,2015.0,0.0,10.0,MTCL2015.2,CLC,0,THPT,Khu vực 2, Tỉnh Lâm Đồng,3,ENG04,22.5,,4.35,0.05,,,,,,,,,,,Yếu,Kém,,,,,,,,,,
5B7E86ECXPvAibaEXe+fPSOag5leTemrjmHmhVHy,1997.0,1.0,2015.0,0.0,10.0,MMTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Tiền Giang,2,ENG04,24.75,,8.12,6.3,6.96,6.17,7.11,5.85,7.04,7.34,,,,,Giỏi,Trung bình khá,Trung bình khá,Trung bình khá,Khá,Trung bình,Khá,Khá,,,,
B8FEB0CFXPvAibaEXe+fPSOag5leTel1O9JI9dVf,1997.0,1.0,2015.0,0.0,10.0,HTTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Tiền Giang,2,ENG04,24.75,,5.91,4.42,7.94,7.13,7.14,6.22,6.9,6.19,,,,,Trung bình,Yếu,Khá,Khá,Khá,Trung bình khá,Trung bình khá,Trung bình khá,,,,
6321EB33XPvAibaEXe+fPSOag5leTXTsQe66TJtG,1997.0,1.0,2015.0,0.0,10.0,PMCL2015.3,CLC,0,THPT,Khu vực 2 NT, Ấp Trung 1,3,ENG04,22.0,,4.03,0.42,,,,,,,,,,,Yếu,Kém,,,,,,,,,,
247C2344XPvAibaEXe9KWpGOh3zHlyvDzuPqYmJW,1997.0,1.0,2015.0,0.0,10.0,KTPM0001,CLC,0,THPT,Khu vực 2, Tỉnh Quảng Bình,2,ENG04,25.0,,8.74,8.84,9.01,8.37,7.8,7.79,7.71,8.29,,,,,Giỏi,Giỏi,Xuất sắc,Giỏi,Khá,Khá,Khá,Giỏi,,,,
013DFC27XPvAibaEXe9KWpGOh3zHlxPSiJ5QTA8b,1997.0,1.0,2015.0,0.0,10.0,KHMT0001,CQUI,0,THPT,Khu vực 2, Tỉnh An Giang,2,ENG04,24.75,,5.85,0.0,4.33,1.96,3.01,1.55,1.59,0.14,4.11,1.6,,,Trung bình,Kém,Yếu,Kém,Kém,Kém,Kém,Kém,Yếu,Kém,,
FDFA4DA7XPvAibaEXe9KWpGOh3zHl5FaLrH4Jt/F,1997.0,1.0,2015.0,0.0,10.0,TMĐT2015,CQUI,0,THPT,Khu vực 2, Tỉnh Quảng Ngãi,3,ENG04,23.0,,0.11,0.13,,,,,,,,,,,Kém,Kém,,,,,,,,,,
77C65AB4XPvAibaEXe9KWpGOh3zHl17ZUy0XehSC,1997.0,1.0,2015.0,0.0,10.0,CNTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Thừa Thiên Huế,3,ENG04,23.25,,6.92,4.41,6.01,6.34,5.89,5.64,3.95,2.57,5.38,8.36,7.86,5.8,Trung bình khá,Yếu,Trung bình khá,Trung bình khá,Trung bình,Trung bình,Kém,Kém,Trung bình,Giỏi,Khá,Trung bình
7BEDC07CXPvAibaEXe9KWpGOh3zHl5qOD67ZCwQD,1997.0,1.0,2015.0,0.0,10.0,CNTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Kon Tum,2,ENG04,24.25,,4.49,3.24,4.79,3.24,4.06,5.34,4.68,3.33,,,,,Yếu,Kém,Yếu,Kém,Yếu,Trung bình,Yếu,Kém,,,,
78098397XPvAibaEXe9KWpGOh3zHlxs+7hBu+rNm,1997.0,1.0,2015.0,0.0,10.0,HTTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Bình Thuận,3,ENG04,22.25,,7.31,6.77,7.7,7.97,7.0,7.03,7.36,8.7,,,,,Khá,Trung bình khá,Khá,Khá,Khá,Khá,Khá,Giỏi,,,,
D5F92AABXPvAibaEXe9KWpGOh3zHl56PkSjK4q14,1997.0,1.0,2015.0,0.0,10.0,KTMT0001,CQUI,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENG04,23.0,,7.71,7.93,7.91,7.07,7.5,7.43,8.12,9.15,,,,,Khá,Khá,Khá,Khá,Khá,Khá,Giỏi,Xuất sắc,,,,
D2B8F4A8XPvAibaEXe9KWpGOh3zHl12g4UC3Ar/I,1996.0,1.0,2015.0,-1.0,10.0,KTMT0001,CLC,0,THPT,Khu vực 2, Tỉnh Đồng Nai,4,ENG04,20.75,,6.42,5.85,6.38,3.85,4.99,6.07,6.48,5.9,4.65,7.64,,,Trung bình khá,Trung bình,Trung bình khá,Kém,Yếu,Trung bình khá,Trung bình khá,Trung bình,Yếu,Khá,,
51E15EA9XPvAibaEXe9KWpGOh3zHl89pJ3P8rzli,1997.0,1.0,2015.0,0.0,10.0,MMTT0001,CQUI,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,2,ENG04,24.5,,7.78,5.34,6.79,7.32,5.78,7.69,8.25,7.28,,,,,Khá,Trung bình,Trung bình khá,Khá,Trung bình,Khá,Giỏi,Khá,,,,
362A0FDCXPvAibaEXe9KWpGOh3zHl+QkHSPwcvsY,1997.0,1.0,2015.0,0.0,10.0,KTPM0001,CLC,0,THPT,Khu vực 2, Tỉnh Bình Dương,3,ENG04,22.25,,7.96,7.94,6.76,6.44,6.93,7.32,6.78,7.36,,,,,Khá,Khá,Trung bình khá,Trung bình khá,Trung bình khá,Khá,Trung bình khá,Khá,,,,
7A40BC9CXPvAibaEXe8LX4hhYKrFZrvyFwQhItHz,1997.0,1.0,2015.0,0.0,10.0,CNTT0001,CQUI,0,THPT,Khu vực 2 NT, Huyện Phù Cát,3,ENG04,23.0,,7.51,5.71,7.22,7.36,7.88,7.37,6.94,5.91,,,,,Khá,Trung bình,Khá,Khá,Khá,Khá,Trung bình khá,Trung bình,,,,
B1E1E60CXPvAibaEXe8LX4hhYKrFZmDukW2Kr76x,1997.0,1.0,2015.0,0.0,10.0,HTTT0001,CQUI,0,THPT,Khu vực 2 NT, Xã Thuận Phú,3,ENG04,22.25,,6.49,3.18,6.38,2.52,5.31,4.73,1.61,0.93,,,,,Trung bình khá,Kém,Trung bình khá,Kém,Trung bình,Yếu,Kém,Kém,,,,
BF6EE92DXPvAibaEXe8LX4hhYKrFZsw2W+nYk2uK,1997.0,1.0,2015.0,0.0,10.0,MMTT0001,CQUI,0,THPT,Khu vực 2 NT, Huyện Chư Sê,3,ENG04,23.0,,6.22,2.6,4.3,5.13,3.29,2.97,5.74,7.05,2.39,3.33,5.28,2.24,Trung bình khá,Kém,Yếu,Trung bình,Kém,Kém,Trung bình,Khá,Kém,Kém,Trung bình,Kém
C9CD6314XPvAibaEXe8LX4hhYKrFZr9FZE839SqA,1997.0,1.0,2015.0,0.0,10.0,HTTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Tiền Giang,3,ENG04,22.5,,7.07,4.7,6.33,6.05,7.4,6.76,7.02,5.48,7.79,4.6,,,Khá,Yếu,Trung bình khá,Trung bình khá,Khá,Trung bình khá,Khá,Trung bình,Khá,Yếu,,
18D2231EXPvAibaEXe8LX4hhYKrFZihlc2c5X1wP,1997.0,1.0,2015.0,0.0,10.0,KTMT0001,CQUI,0,THPT,Khu vực 2 NT, Huyện Đạ Huoai,2,ENG04,25.0,,3.62,1.55,1.96,2.77,0.0,6.06,4.86,5.07,5.98,4.9,5.63,1.83,Kém,Kém,Kém,Kém,Kém,Trung bình khá,Yếu,Trung bình,Trung bình,Yếu,Trung bình,Kém
11A1CA8BXPvAibaEXe8LX4hhYKrFZk15JcWgcw/j,1996.0,1.0,2015.0,-1.0,10.0,CNTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Đồng Tháp,3,ENG04,23.5,,8.99,8.86,8.79,8.84,9.15,8.86,8.56,8.8,,,,,Giỏi,Giỏi,Giỏi,Giỏi,Xuất sắc,Giỏi,Giỏi,Giỏi,,,,
4315AD72XPvAibaEXe8LX4hhYKrFZgoh4be4Sj/T,1997.0,1.0,2015.0,0.0,10.0,CNTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Kiên Giang,3,ENG04,23.5,,7.56,6.12,7.72,7.01,7.52,7.29,7.46,7.21,,,,,Khá,Trung bình khá,Khá,Khá,Khá,Khá,Khá,Khá,,,,
5E3D6710XPvAibaEXe8LX4hhYKrFZtAiHDGatgxb,1997.0,1.0,2015.0,0.0,10.0,MMTT0001,CQUI,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENG04,23.5,,7.94,7.54,7.78,7.19,8.11,8.69,7.84,8.1,,,,,Khá,Khá,Khá,Khá,Giỏi,Giỏi,Khá,Giỏi,,,,
2E949899XPvAibaEXe8LX4hhYKrFZqLdN93hAjtN,1997.0,1.0,2015.0,0.0,10.0,KTMT2015,CQUI,0,THPT,Khu vực 2, Tỉnh Quảng Ngãi,2,ENG04,24.25,,7.88,5.83,6.39,6.71,7.08,7.93,7.41,6.74,,,,,Khá,Trung bình,Trung bình khá,Trung bình khá,Khá,Khá,Khá,Trung bình khá,,,,
73756055XPvAibaEXe80b1fr0fH/Ju9fxVquOWT1,1997.0,1.0,2015.0,0.0,10.0,KTMT2015,CQUI,0,THPT,Khu vực 2, Tỉnh Phú Yên,3,ENG04,23.0,,7.36,5.6,5.59,5.04,3.2,3.36,5.83,0.7,,,,,Khá,Trung bình,Trung bình,Trung bình,Kém,Kém,Trung bình,Kém,,,,
4FE90AD0XPvAibaEXe80b1fr0fH/Jj7xmDTOY5yl,1997.0,1.0,2015.0,0.0,10.0,CNTT0001,CQUI,0,THPT,Khu vực 2, Thành phố Long Xuyên,3,ENG04,23.0,,5.08,2.96,5.61,6.01,7.66,4.85,3.84,5.66,6.2,7.09,,,Trung bình,Kém,Trung bình,Trung bình khá,Khá,Yếu,Kém,Trung bình,Trung bình khá,Khá,,
0DD35B47XPvAibaEXe80b1fr0fH/JjIAGw7YBF/0,1997.0,1.0,2015.0,0.0,10.0,CNTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Đồng Nai,3,ENG04,22.75,,4.79,1.52,0.91,3.15,3.32,4.25,4.5,0.39,3.18,2.58,,,Yếu,Kém,Kém,Kém,Kém,Yếu,Yếu,Kém,Kém,Kém,,
07BC2D08XPvAibaEXe80b1fr0fH/Jqhggu8L1RSW,1997.0,1.0,2015.0,0.0,10.0,KTPM0001,CLC,0,THPT,Khu vực 2, Tỉnh Đồng Tháp,3,ENG04,23.25,,9.02,7.36,7.64,7.36,7.74,7.33,8.66,8.37,,,,,Xuất sắc,Khá,Khá,Khá,Khá,Khá,Giỏi,Giỏi,,,,
04F87408XPvAibaEXe80b1fr0fH/JuobsigdDkbt,1997.0,1.0,2015.0,0.0,10.0,KTMT2015,CQUI,0,THPT,Khu vực 3, Thành phố Hồ Chí Minh,3,ENG04,22.75,,6.86,6.97,7.14,6.93,7.02,7.51,7.69,8.31,,,,,Trung bình khá,Trung bình khá,Khá,Trung bình khá,Khá,Khá,Khá,Giỏi,,,,
0349C6B8XPvAibaEXe80b1fr0fH/JkdDh3dWSII8,1997.0,1.0,2015.0,0.0,10.0,KHMT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Lâm Đồng,3,ENG04,23.25,,5.52,4.49,7.5,6.42,7.69,7.52,7.7,4.77,,,,,Trung bình,Yếu,Khá,Trung bình khá,Khá,Khá,Khá,Yếu,,,,
01345052XPvAibaEXe80b1fr0fH/Ju3gQ/HxLb96,1997.0,1.0,2015.0,0.0,10.0,CNTT2015,CQUI,0,THPT,Khu vực 2, Tỉnh Đắk Lắk,2,ENG04,24.75,,7.53,5.56,,,,,,,,,,,Khá,Trung bình,,,,,,,,,,
73EE5E2FXPvAibaEXe80b1fr0fH/JpGZh+84fuX/,1997.0,1.0,2015.0,0.0,10.0,MMTT0001,CQUI,0,THPT,Khu vực 2, Tỉnh Quảng Nam,3,ENG04,23.5,,7.71,6.39,6.89,7.35,7.02,7.92,6.28,7.1,,,,,Khá,Trung bình khá,Trung bình khá,Khá,Khá,Khá,Trung bình khá,Khá,,,,
BC3E44BBXPvAibaEXe80b1fr0fH/JoOP0HgzhGEz,1997.0,1.0,2015.0,0.0,10.0,MMTT0001,CQUI,0,THPT,Khu vực 2 NT, Xã Liên Hiệp,3,ENG04,22.5,,7.12,5.57,5.71,6.97,6.54,7.09,7.44,8.34,6.5,0.0,,,Khá,Trung bình,Trung bình,Trung bình khá,Trung bình khá,Khá,Khá,Giỏi,Trung bình khá,Kém,,
